,destination,hotel_name,hotel_score,latitude,longitude,description,url
825,Cassis ,MISTRAL Gagnant,"8,2",43.21537,5.53719,"Situé à 5 km du cap Canaille à Cassis, le MISTRAL Gagnant propose des hébergements dotés de la climatisation et d'une connexion Wi-Fi gratuite.

Tous les logements comprennent une cuisine entièrement équipée, parfaite pour préparer vos repas. Un four, une machine à café et une bouilloire sont par ailleurs fournis. Les serviettes et le linge de lit ne sont pas fournis (en supplément).

L’aéroport de Marseille-Provence se trouve à 50 km.",https://www.booking.com/hotel/fr/mistral-cassis.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4Atfo66gGwAIB0gIkY2E2ZDBmY2EtY2ZmNy00OThhLTk5MjEtNzc1NmM4NTU0NmIx2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=0117762b7bc80249&srepoch=1696265304&from=searchresults
826,Cassis ,So'Conciergerie -Studio situé dans le centre ville,"8,3",43.213898,5.5391603,"Le So'Conciergerie -Studio situé dans le centre ville est un hébergement en bord de mer situé à Cassis, à 300 mètres de la Grande Mer et à 700 mètres de la plage de l'Anse de Corton. Offrant une vue sur la ville, il se trouve à 20 km de la station de métro Rond-Point du Prado et du parc des expositions et centre de conventions Marseille Chanot.

Doté d'une connexion Wi-Fi gratuite, cet appartement 1 chambre dispose d'une télévision à écran plat, d'un lave-linge et d'une cuisine avec lave-vaisselle et four micro-ondes. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à moins de 1 km de Bestouan et à 20 km du stade Orange Vélodrome. L'aéroport de Marseille-Provence, le plus proche, est implanté à 46 km.",https://www.booking.com/hotel/fr/so-conciergerie-studio-situe-dans-le-centre-ville.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4Atfo66gGwAIB0gIkY2E2ZDBmY2EtY2ZmNy00OThhLTk5MjEtNzc1NmM4NTU0NmIx2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=0117762b7bc80249&srepoch=1696265304&from=searchresults
827,Cassis ,Best Western Hotel & SPA Coeur De Cassis,"8,4",43.21457326,5.54014698,"Le Best Western Hotel & SPA Coeur De Cassis vous accueille dans le centre-ville de Cassis, à 200 mètres du port et 300 mètres de la plage. Cet établissement propose des hébergements offrant une vue sur le jardin, la ville et son château ainsi que sur le mythique cap Canaille. Après une belle journée à visiter le Parc National des Calanques, vous pourrez rester au calme à l’hôtel et vous détendre au spa, où vous trouverez un hammam, un sauna, une douche sensorielle et salle avec un mur de sel, où vous dégusterez des tisanes. Le toit-terrasse propose également un cadre idéal pour se détendre.
Doté d'un ascenseur, cet hôtel est entièrement équipé pour accueillir les personnes à mobilité réduite. Toutes les chambres disposent de la climatisation, d'une connexion Wi-Fi gratuite, d’une télévision par satellite et d'un minibar. Vous pourrez profiter d’une salle de bains privative pourvue d’articles de toilette et d’un sèche-cheveux. Les suites et chambres supérieures bénéficient d'une machine à café Nespresso
Le petit-déjeuner buffet est servi tous les matins dans la salle de à manger ou sur sa terrasse.
Le personnel de la réception se fera un plaisir de vous donner des conseils pratiques pendant votre séjour, pour le rendre aussi agréable que possible.",https://www.booking.com/hotel/fr/du-grand-jardin.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4Atfo66gGwAIB0gIkY2E2ZDBmY2EtY2ZmNy00OThhLTk5MjEtNzc1NmM4NTU0NmIx2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=0117762b7bc80249&srepoch=1696265304&from=searchresults
828,Cassis ,Studio Calme aux terrasses de Cassis,"8,4",43.2265539,5.5368932,"Offrant une vue sur le jardin, le Studio Calme aux terrasses de Cassis est situé à Cassis, à 2,8 km de la Grande Mer et à 18 km du stade Orange Vélodrome. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi.

Cet appartement climatisé comprend un coin salon, une cuisine avec un micro-ondes et une télévision par satellite à écran plat. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 19 km de la station de métro Rond-Point du Prado et du parc des expositions Marseille Chanot. L'aéroport de Marseille-Provence, le plus proche, est implanté à 44 km.",https://www.booking.com/hotel/fr/appart-calme-les-terrasses-68.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4Atfo66gGwAIB0gIkY2E2ZDBmY2EtY2ZmNy00OThhLTk5MjEtNzc1NmM4NTU0NmIx2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=0117762b7bc80249&srepoch=1696265304&from=searchresults
829,Cassis ,Appart Bianca T2 - Terrasse - Parking - Calme - 1mn de la mer,"9,1",43.207747,5.5221918,"L'Appart Bianca T2 - Terrasse - Parking - Calme - 1mn de la mer est un hébergement climatisé situé à Cassis, à 1 km de Bestouan et à 2,1 km de la plage de Port Pin. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé.

Offrant une vue sur la cour intérieure, cet appartement dispose d'une terrasse, d'une chambre, d'un salon, d'une télévision à écran plat, d'une cuisine équipée avec un lave-vaisselle et un four, ainsi que d'une salle de bains pourvue d'une douche. Les serviettes et le linge de lit sont fournis.

Vous pourrez faire des randonnées à pied dans les environs.

Vous séjournerez à 2,2 km de la Grande Mer et à 21 km du stade Orange Vélodrome. L'aéroport de Marseille-Provence, le plus proche, est implanté à 47 km.",https://www.booking.com/hotel/fr/appart-bianca-t2-terrasse-parking-calme-1mn-de-la-mer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4Atfo66gGwAIB0gIkY2E2ZDBmY2EtY2ZmNy00OThhLTk5MjEtNzc1NmM4NTU0NmIx2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=0117762b7bc80249&srepoch=1696265304&from=searchresults
830,Cassis ,HPC Suites,"9,2",43.21644024,5.54174572,"Doté d'une piscine extérieure commune avec terrasse et vue sur la mer, le HPC Suites est situé dans un parc de 4 000 m2 dans le centre de Cassis. Marseille se trouve à 16 km et la plage la plus proche est accessible en 10 minutes à pied. Un parking privé est disponible gratuitement sur place.

L'établissement a été entièrement rénové en 2019. Dotés d'une terrasse, tous les logements comprennent un coin repas et un coin salon avec une télévision à écran plat. La cuisine est équipée d'un four et d'un micro-ondes. Un grille-pain, un réfrigérateur, des plaques de cuisson et une machine à café sont également fournis. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement. Les serviettes et le linge de lit sont fournis.

Un parking privé sécurisé est disponible gratuitement.

Le port se trouve à 8 minutes à pied et vous trouverez de nombreux restaurants et un marché provençal traditionnel dans le quartier.

Vous pourrez jouer au ping-pong sur place. La région est prisée des amateurs de plongée sous-marine et de vélo. Aix-en-Provence se trouve à 35 km du HPC Suites. L'aéroport de Marseille-Provence, le plus proche, est implanté à 36 km.",https://www.booking.com/hotel/fr/hpc-suites.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4Atfo66gGwAIB0gIkY2E2ZDBmY2EtY2ZmNy00OThhLTk5MjEtNzc1NmM4NTU0NmIx2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=0117762b7bc80249&srepoch=1696265304&from=searchresults
831,Cassis ,Le repaire de la Vierge bohème vue mer,10,43.2148195,5.5349404,"Situé à Cassis, à 500 mètres du Bestouan et à 600 mètres de la Grande Mer, l'établissement Le repaire de la Vierge bohème vue mer propose la climatisation. Vous pourrez pratiquer diverses activités dans les environs, telles que la plongée avec tuba, la pêche et la randonnée.

Offrant une vue sur la mer, cet appartement comprend une terrasse, une chambre, un salon, une télévision à écran plat, une cuisine équipée avec un lave-vaisselle et un four, ainsi qu'une salle de bains pourvue d'une douche à l'italienne. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de maison moyennant des frais supplémentaires.

Si vous souhaitez découvrir la région, des visites à pied et à vélo sont possibles dans les environs.

Vous séjournerez à 1,1 km de la plage de l'Anse de Corton et à 20 km du stade Orange Vélodrome. L'aéroport de Marseille-Provence, le plus proche, est implanté à 45 km.",https://www.booking.com/hotel/fr/le-repaire-de-la-vierge-boheme.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4Atfo66gGwAIB0gIkY2E2ZDBmY2EtY2ZmNy00OThhLTk5MjEtNzc1NmM4NTU0NmIx2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=0117762b7bc80249&srepoch=1696265304&from=searchresults
832,Cassis ,Chambre d'hôtes Clos du Petit Jésus,"9,6",43.21524569,5.54466784,"Situé à Cassis, à seulement 5 minutes à pied de la plage, le Clos du Petit Jésus propose une piscine extérieure, une terrasse privée et un espace de bronzage. Les calanques de Cassis sont accessibles en 5 minutes en voiture.

Cette chambre double climatisée dispose d'une terrasse avec vue sur la piscine et la campagne, d'une télévision à écran plat, d'un lecteur DVD, d'un coffre-fort et d'une armoire. La salle de bains privative est pourvue d'un sèche-cheveux et d'articles de toilette gratuits.

Un petit-déjeuner continental composé de pain frais, de viennoiseries, de jus de fruits, de yaourts, de confiture, de fruits frais et de boissons chaudes est servi chaque matin. Il est servi sur la terrasse ou dans votre chambre.

Des massages et un service de garde d'enfants sont disponibles sur demande. Marseille se trouve à seulement 20 minutes de route et La Ciotat est à 15 minutes en voiture.",https://www.booking.com/hotel/fr/clos-du-petit-ja-c-sus.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4Atfo66gGwAIB0gIkY2E2ZDBmY2EtY2ZmNy00OThhLTk5MjEtNzc1NmM4NTU0NmIx2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=0117762b7bc80249&srepoch=1696265304&from=searchresults
834,Bormes-les-Mimosas ,"Bormes les Mimosas, à 5 min des plages - commerces","8,2",43.12314496,6.35257193,"Doté d'une terrasse, le Bormes les Mimosas, à 5 min des plages - commerces est situé à Bormes-les-Mimosas, à seulement 700 mètres de la Faviere et à 1,3 km de la plage de la Pointe de Gouron. Vous séjournerez à 300 mètres de La Favière et à 41 km du Zénith Oméga de Toulon.

Doté d'une connexion Wi-Fi gratuite, cet appartement 1 chambre dispose d'une télévision à écran plat, d'un lave-linge et d'une cuisine avec un four et un micro-ondes. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 1,3 km de la plage de l'Anglade et à 41 km de la gare de Toulon. L'aéroport le plus proche, celui de Toulon-Hyères, est situé à 23 km.",https://www.booking.com/hotel/fr/bormes-les-mimosas-a-5-min-des-plages-commerces-bormes-les-mimosas.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AtDo66gGwAIB0gIkNzMzMGZkYTUtMjI2MS00NDY4LTkzM2YtZTA2OTE1ODViYmYy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=99bc762803ea020d&srepoch=1696265298&from=searchresults
835,Bormes-les-Mimosas ,Boulevard du Soleil,"9,1",43.14923281,6.34197015,"Situé à Bormes-les-Mimosas, à seulement 29 km du château de Grimaud, Offrant une vue sur la mer, le Boulevard du Soleil met gratuitement à votre disposition une connexion Wi-Fi et un parking privé. Offrant une vue sur le jardin et la ville, il se trouve à 30 km du Pont des Fées.

Cet appartement comprend une chambre, une télévision à écran plat, une cuisine équipée avec un lave-vaisselle et un four, ainsi qu'une salle de bains pourvue d'une douche. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 39 km de la gare de Toulon et du Zénith Oméga. L'aéroport de Toulon-Hyères, le plus proche, est implanté à 21 km.",https://www.booking.com/hotel/fr/boulevard-du-soleil.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AtDo66gGwAIB0gIkNzMzMGZkYTUtMjI2MS00NDY4LTkzM2YtZTA2OTE1ODViYmYy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=99bc762803ea020d&srepoch=1696265298&from=searchresults
836,Bormes-les-Mimosas ,Hôtel Les Palmiers,"8,6",43.10286293,6.32735252,"Situé au cœur d'une zone naturelle très bien conservée, dans un ancien village de pêcheurs face à l'île de Porquerolles, l'Hôtel Les Palmiers se trouve à seulement 300 mètres de la mer. Cet établissement possède une piscine extérieure et met gratuitement une connexion Wi-Fi à votre disposition.

Il propose des chambres confortables dotées d'une salle de bains privative et d'une télévision par satellite. Certaines disposent d'une terrasse offrant une vue sur la piscine, et les autres donnent sur le jardin.

Vous trouverez à l'Hotel Les Palmiers tout le charme provençal, avec le chant des cigales et le parfum des pins. Vous pourrez également partir à la découverte des plages de sable blanc, des criques sauvages et profiter de couchers de soleil uniques.

Situé à 8 km de l'établissement, le port du Lavandou vous permettra de prendre un ferry à destination de l'île de Porquerolles. L'aéroport de Toulon-Hyères est à 20 km de l'hôtel.",https://www.booking.com/hotel/fr/les-palmiers-bormes-les-mimosas.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AtDo66gGwAIB0gIkNzMzMGZkYTUtMjI2MS00NDY4LTkzM2YtZTA2OTE1ODViYmYy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=99bc762803ea020d&srepoch=1696265298&from=searchresults
837,Bormes-les-Mimosas ,Le studio TAHITI 4 pers 600m de la plage la favière,"8,2",43.12333323,6.35251241,"Le studio TAHITI 4 pers 600 mètres de la plage La favière est située à Bormes-les-Mimosas, à 800 mètres de Faviere, à 34 km du château de Grimaud et à 34 km du Pont des Fées. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi.

Cet appartement climatisé comprend une chambre séparée, un salon, une salle de bains ainsi qu'une cuisine entièrement équipée avec un micro-ondes et un grille-pain. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 41 km de la gare de Toulon et du Zénith Oméga. L'aéroport le plus proche est celui L'aéroport de Toulon-Hyères, à 23 km du studio TAHITI 4 pers 600m de la plage la favière.",https://www.booking.com/hotel/fr/le-studio-tahiti-4-pers-200m-de-la-plage.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AtDo66gGwAIB0gIkNzMzMGZkYTUtMjI2MS00NDY4LTkzM2YtZTA2OTE1ODViYmYy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=99bc762803ea020d&srepoch=1696265298&from=searchresults
838,Bormes-les-Mimosas ,"Appartement centre village médiéval Bormes-les-Mimosas, 1 chambre, 3 personnes","7,3",43.15036,6.342461,"Offrant une vue sur la ville, l'Appartement centre village médiéval Bormes-les-Mimosas, 1 chambre, 3 personnes est situé à Bormes-les-Mimosas, à 29 km du château de Grimaud et du Pont des Fées. Vous séjournerez à 4,7 km de La Favière et à 21 km du centre d'art Villa Noailles.

Cet appartement 1 chambre dispose d'un salon avec une télévision à écran plat, d'une cuisine entièrement équipée avec un lave-vaisselle et un four, ainsi que d'une salle de bains avec des articles de toilette gratuits. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 39 km de la gare de Toulon et du Zénith Oméga. L'aéroport le plus proche, celui de Toulon-Hyères, est situé à 21 km.",https://www.booking.com/hotel/fr/appartement-village-medieval.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AtDo66gGwAIB0gIkNzMzMGZkYTUtMjI2MS00NDY4LTkzM2YtZTA2OTE1ODViYmYy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=99bc762803ea020d&srepoch=1696265298&from=searchresults
839,Bormes-les-Mimosas ,Appartement La Favière,"9,7",43.1236194,6.3592341,"L'Appartement La Favière est situé à Bormes-les-Mimosas, à 300 mètres de la Favière, à 600 mètres de la plage de l'Anglade et de la plage de la Pointe de Gouron. Vous pourrez profiter d'une terrasse et d'un parking privé gratuit.

Cet appartement climatisé comprend une chambre séparée, un salon, une kitchenette entièrement équipée et une salle de bains. Il dispose également d'une télévision à écran plat.

Vous séjournerez à 34 km du château de Grimaud et du Pont des Fées. L'aéroport de Toulon-Hyères, le plus proche, est implanté à 24 km.",https://www.booking.com/hotel/fr/appartement-la-faviere-bormes-les-mimosas.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AtDo66gGwAIB0gIkNzMzMGZkYTUtMjI2MS00NDY4LTkzM2YtZTA2OTE1ODViYmYy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=99bc762803ea020d&srepoch=1696265298&from=searchresults
840,Bormes-les-Mimosas ,"T2 BORMES LES MIMOSAS, La Faviere à 5 mn à pieds de la plage","8,5",43.1238127,6.3581327,"Le T2 BORMES LES MIMOSAS, La Faviere à 5 mn à pieds de la plage est situé à Bormes-les-Mimosas, à 1 km de la plage de l'Anglade et à 1,1 km de la plage de la Pointe de Gouron, dans une région propice à la randonnée. Situé à 500 mètres de Faviere, l'établissement dispose d'une plage privée et d'un parking privé gratuit.

Offrant une vue sur le jardin, cet appartement comprend une terrasse, une chambre, un salon, une télévision à écran plat, une kitchenette équipée d'un four et d'un micro-ondes, ainsi qu'une salle de bains pourvue d'une douche à l'italienne.

Vous séjournerez à 34 km du château de Grimaud et du Pont des Fées. L'aéroport le plus proche, celui de Toulon-Hyères, est situé à 23 km.",https://www.booking.com/hotel/fr/t2-bormes-les-mimosas-la-faviere-a-5-mn-a-pieds-de-la-plage.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AtDo66gGwAIB0gIkNzMzMGZkYTUtMjI2MS00NDY4LTkzM2YtZTA2OTE1ODViYmYy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=99bc762803ea020d&srepoch=1696265298&from=searchresults
